118.1, DistDow,118.71, DistUp,189.9,,,,,,,,
, DistFront,118.35, DistDow,116.77, DistUp,3310.88,,,,,,
, DistFront,106.84, DistDow,118.62, DistUp,190.34,,,,,,
, DistFront,113.69, DistDow,119.03, DistUp,123.78,,,,,,
, DistFront,115.77, DistDow,118.98, DistUp,192.04,,,,,,
, DistFront,112.38, DistDow,118.69, DistUp,122.57,,,,,,
, DistFront,114.97, DistDow,120.39, DistUp,122.99,,,,,,
, DistFront,115.77, DistDow,119.98, DistUp,271.77,,,,,,
, DistFront,114.76, DistDow,119.13, DistUp,123.4,,,,,,
, DistFront,116.21, DistDow,118.71, DistUp,124.34,,,,,,
, DistFrontMean,118.03, DistDowMean,119.12, DistUpMean,122.16,,,,,,
, DistFront,118.49, DistDow,119.13, DistUp,3315.07,,,,,,
, DistFront,107.16, DistDow,120.05, DistUp,123.42,,,,,,
, DistFront,113.67, DistDow,118.28, DistUp,271.73,,,,,,
, DistFront,115.24, DistDow,119.13, DistUp,192.98,,,,,,
, DistFront,116.82, DistDow,119.06, DistUp,192.53,,,,,,
, DistFront,116.12, DistDow,119.2, DistUp,194.23,,,,,,
, DistFront,113.78, DistDow,119.54, DistUp,123.71,,,,,,
, DistFront,114.49, DistDow,119.1, DistUp,123.83,,,,,,
, DistFront,113.23, DistDow,118.59, DistUp,124.25,,,,,,
, DistFront,114.61, DistDow,119.49, DistUp,122.99,,,,,,
, DistFront,113.27, DistDow,119.05, DistUp,122.16,,,,,,
, DistFront,117.93, DistDow,119.88, DistUp,3.76,,,,,,
, DistFront,116.73, DistDow,119.88, DistUp,3323.84,,,,,,
, DistFront,107.33, DistDow,118.62, DistUp,121.75,,,,,,
, DistFront,117.96, DistDow,119.49, DistUp,122.99,,,,,,
, DistFront,113.64, DistDow,119.06, DistUp,122.16,,,,,,
, DistFront,115.68, DistDow,119.06, DistUp,122.62,,,,,,
, DistFront,111.02, DistDow,118.69, DistUp,125.41,,,,,,
, DistFront,112.28, DistDow,118.74, DistUp,122.16,,,,,,
, DistFront,115.66, DistDow,118.38, DistUp,123.03,,,,,,
, DistFrontMean,118.03, DistDowMean,120.1, DistUpMean,122.18,,,,,,
, DistFront,118.03, DistDow,119.98, DistUp,122.62,,,,,,
, DistFront,112.53, DistDow,119.54, DistUp,192.87,,,,,,
, DistFront,117.02, DistDow,119.61, DistUp,123.42,,,,,,
, DistFront,114.27, DistDow,118.69, DistUp,124.25,,,,,,
, DistFront,117.98, DistDow,119.1, DistUp,123.4,,,,,,
, DistFront,118.45, DistDow,119.06, DistUp,3.76,,,,,,
, DistFront,118.04, DistDow,119.12, DistUp,3.64,,,,,,
, DistFront,118.47, DistDow,119.59, DistUp,122.21,,,,,,
, DistFront,118.1, DistDow,119.13, DistUp,123.4,,,,,,
, DistFront,114.18, DistDow,119.2, DistUp,124.76,,,,,,
, DistFront,114.78, DistDow,118.78, DistUp,123.91,,,,,,
, DistFront,116.92, DistDow,119.63, DistUp,193.98,,,,,,
, DistFront,118.98, DistDow,119.23, DistUp,122.67,,,,,,
, DistFront,112.45, DistDow,119.23, DistUp,121.8,,,,,,
, DistFront,114.47, DistDow,120.2, DistUp,123.47,,,,,,
, DistFront,114.3, DistDow,118.78, DistUp,122.21,,,,,,
, DistFront,118.47, DistDow,119.18, DistUp,122.99,,,,,,
, DistFront,111.75, DistDow,119.69, DistUp,3312.11,,,,,,
, DistFront,108.18, DistDow,118.13, DistUp,122.55,,,,,,
, DistFront,113.27, DistDow,118.98, DistUp,122.52,,,,,,
, DistFrontMean,117.99, DistDowMean,119.4, DistUpMean,3325.68,,,,,,
, DistFront,111.96, DistDow,118.47, DistUp,124,,,,,,
, DistFront,113.1, DistDow,118.47, DistUp,123.62,,,,,,
, DistFront,117.38, DistDow,119, DistUp,193.59,,,,,,
, DistFront,118.23, DistDow,118.89, DistUp,122.84,,,,,,
, DistFront,113.91, DistDow,118.42, DistUp,122.41,,,,,,
, DistFront,114.76, DistDow,118.98, DistUp,122.02,,,,,,
, DistFront,112.21, DistDow,118.88, DistUp,191.45,,,,,,
, DistFront,113.25, DistDow,118.89, DistUp,121.97,,,,,,
, DistFront,114.1, DistDow,119.27, DistUp,122.4,,,,,,
, DistFront,113.47, DistDow,118.76, DistUp,194.27,,,,,,
, DistFront,114.88, DistDow,119.78, DistUp,121.5,,,,,,
, DistFront,118.27, DistDow,118.38, DistUp,192.74,,,,,,
, DistFront,111.53, DistDow,118.83, DistUp,121.97,,,,,,
, DistFront,115.32, DistDow,118.42, DistUp,191.48,,,,,,
, DistFront,114.52, DistDow,119.3, DistUp,122.77,,,,,,
, DistFront,114.98, DistDow,119.69, DistUp,123.98,,,,,,
, DistFront,112.45, DistDow,119.25, DistUp,121.46,,,,,,
, DistFront,117.62, DistDow,119.12, DistUp,3.76,,,,,,
, DistFront,116.39, DistDow,118.69, DistUp,122.16,,,,,,
, DistFrontMean,118.4, DistDowMean,119.95, DistUpMean,122.93,,,,,,
, DistFront,117.55, DistDow,118.64, DistUp,124.17,,,,,,
, DistFront,114.63, DistDow,119.13, DistUp,122.47,,,,,,
, DistFront,116.99, DistDow,118.55, DistUp,124.52,,,,,,
, DistFront,113.47, DistDow,118.42, DistUp,123.11,,,,,,
, DistFront,117.31, DistDow,117.98, DistUp,121.9,,,,,,
, DistFront,115.37, DistDow,117.98, DistUp,121.02,,,,,,
, DistFront,115.95, DistDow,118.35, DistUp,122.21,,,,,,
, DistFront,113.06, DistDow,117.87, DistUp,123.42,,,,,,
, DistFront,114.81, DistDow,118.38, DistUp,190.88,,,,,,
, DistFront,114.52, DistDow,118.78, DistUp,121.67,,,,,,
, DistFront,115.6, DistDow,118.62, DistUp,122.09,,,,,,
, DistFront,117.18, DistDow,119.46, DistUp,122.47,,,,,,
, DistFront,117.47, DistDow,118.98, DistUp,124.03,,,,,,
, DistFront,116.67, DistDow,118.54, DistUp,122.82,,,,,,
, DistFront,115.54, DistDow,118.67, DistUp,195.85,,,,,,
, DistFront,116.56, DistDow,118.54, DistUp,121.97,,,,,,
, DistFront,116.56, DistDow,118.1, DistUp,121.11,,,,,,
, DistFront,114.35, DistDow,118.11, DistUp,122.82,,,,,,
, DistFront,114.88, DistDow,118.13, DistUp,3335.92,,,,,,
, DistFront,106.8, DistDow,118.47, DistUp,122.31,,,,,,
, DistFrontMean,116.96, DistDowMean,118.49, DistUpMean,121.85,,,,,,
, DistFront,117.35, DistDow,118.47, DistUp,121.85,,,,,,
, DistFront,115.73, DistDow,118.54, DistUp,120.99,,,,,,
, DistFront,117.31, DistDow,118.1, DistUp,121.41,,,,,,
, DistFront,117.77, DistDow,117.18, DistUp,120.95,,,,,,
, DistFront,116.9, DistDow,118.38, DistUp,121.77,,,,,,
, DistFront,116.45, DistDow,117.52, DistUp,121.38,,,,,,
, DistFront,116.9, DistDow,117.41, DistUp,122.16,,,,,,
, DistFront,116.45, DistDow,117.38, DistUp,122.16,,,,,,
, DistFront,117.13, DistDow,117.82, DistUp,122.55,,,,,,
, DistFront,117.18, DistDow,117.77, DistUp,191.26,,,,,,
, DistFront,117.96, DistDow,117.76, DistUp,191.67,,,,,,
, DistFront,117.52, DistDow,117.02, DistUp,122.6,,,,,,
, DistFront,116.73, DistDow,117.89, DistUp,3.76,,,,,,
, DistFront,116.41, DistDow,117.96, DistUp,194.85,,,,,,
, DistFront,116.14, DistDow,117.47, DistUp,121.84,,,,,,
, DistFront,117.28, DistDow,119.23, DistUp,3.76,,,,,,
, DistFront,114.52, DistDow,117.98, DistUp,121.5,,,,,,
, DistFront,116.11, DistDow,118.54, DistUp,122.35,,,,,,
, DistFront,116.11, DistDow,117.69, DistUp,121.97,,,,,,
, DistFront,116.96, DistDow,118.03, DistUp,122.35,,,,,,
, DistFrontMean,117.38, DistDowMean,117.57, DistUpMean,121.09,,,,,,
, DistFront,117.38, DistDow,118.03, DistUp,121.11,,,,,,
, DistFront,116.92, DistDow,117.6, DistUp,3.76,,,,,,
, DistFront,112.82, DistDow,118.54, DistUp,122.41,,,,,,
, DistFront,115.26, DistDow,118.54, DistUp,122.4,,,,,,
, DistFront,117.48, DistDow,118.18, DistUp,3.76,,,,,,
, DistFront,115.31, DistDow,118.2, DistUp,3287.06,,,,,,
, DistFront,106.28, DistDow,117.87, DistUp,122.24,,,,,,
, DistFront,113.67, DistDow,118.71, DistUp,121.7,,,,,,
, DistFront,117.19, DistDow,117.91, DistUp,193.81,,,,,,
, DistFront,114.91, DistDow,118.52, DistUp,3349.13,,,,,,
, DistFront,106.89, DistDow,118.52, DistUp,124.18,,,,,,
, DistFront,118.49, DistDow,119.54, DistUp,3.64,,,,,,
, DistFront,118.11, DistDow,118.76, DistUp,3.64,,,,,,
, DistFront,118.27, DistDow,119.27, DistUp,3.74,,,,,,
, DistFront,113.11, DistDow,118.78, DistUp,123.62,,,,,,
, DistFront,115.26, DistDow,119.74, DistUp,124.46,,,,,,
, DistFront,114.97, DistDow,118.89, DistUp,121.92,,,,,,
, DistFront,114, DistDow,118.88, DistUp,125.26,,,,,,
, DistFront,116.11, DistDow,119.39, DistUp,123.18,,,,,,
, DistFront,111.56, DistDow,119.3, DistUp,121.9,,,,,,
, DistFrontMean,118.18, DistDowMean,119.27, DistUpMean,122.76,,,,,,
, DistFront,117.74, DistDow,119.68, DistUp,122.7,,,,,,
, DistFront,115.9, DistDow,119.68, DistUp,123.84,,,,,,
, DistFront,117.69, DistDow,118.78, DistUp,123.49,,,,,,
, DistFront,117.26, DistDow,118.76, DistUp,192.4,,,,,,
, DistFront,113.03, DistDow,119.63, DistUp,121.38,,,,,,
, DistFront,113.35, DistDow,118.67, DistUp,190.97,,,,,,
, DistFront,117.6, DistDow,118.67, DistUp,122.55,,,,,,
, DistFront,117.55, DistDow,118.74, DistUp,121.7,,,,,,
, DistFront,117.21, DistDow,118.59, DistUp,192.24,,,,,,
, DistFront,117.52, DistDow,118.98, DistUp,191.33,,,,,,
, DistFront,113.84, DistDow,118.54, DistUp,190.85,,,,,,
, DistFront,114.32, DistDow,119.42, DistUp,3378.74,,,,,,
, DistFront,106.33, DistDow,118.47, DistUp,122.28,,,,,,
, DistFront,117.33, DistDow,118.76, DistUp,3.64,,,,,,
, DistFront,115.07, DistDow,118.33, DistUp,121.8,,,,,,
, DistFront,116.34, DistDow,119.18, DistUp,3338.03,,,,,,
, DistFront,105.83, DistDow,118.84, DistUp,123.45,,,,,,
, DistFront,115.39, DistDow,118.04, DistUp,121.5,,,,,,
, DistFront,118.78, DistDow,118.54, DistUp,3.64,,,,,,
, DistFront,117.48, DistDow,119.47, DistUp,3.76,,,,,,
, DistFrontMean,117.57, DistDowMean,118.59, DistUpMean,122.06,,,,,,
, DistFront,118.76, DistDow,119.47, DistUp,191.04,,,,,,
, DistFront,117.52, DistDow,119.47, DistUp,124.17,,,,,,
, DistFront,113.33, DistDow,118.74, DistUp,122.52,,,,,,
, DistFront,114.46, DistDow,118.62, DistUp,122.91,,,,,,
, DistFront,115.9, DistDow,119.06, DistUp,123.38,,,,,,
, DistFront,115.73, DistDow,119.52, DistUp,122.11,,,,,,
, DistFront,117.55, DistDow,118.78, DistUp,122.96,,,,,,
, DistFront,117.7, DistDow,118.69, DistUp,123.4,,,,,,
, DistFront,115.02, DistDow,119.56, DistUp,191.09,,,,,,
, DistFront,117.67, DistDow,120.03, DistUp,190.77,,,,,,
, DistFront,114.68, DistDow,118.35, DistUp,121.85,,,,,,
, DistFront,113.71, DistDow,118.84, DistUp,121.9,,,,,,
, DistFront,116.26, DistDow,117.99, DistUp,121.9,,,,,,
, DistFront,118.27, DistDow,119.81, DistUp,3.76,,,,,,
, DistFront,114.68, DistDow,119.46, DistUp,192.06,,,,,,
, DistFront,115.66, DistDow,119.42, DistUp,121.99,,,,,,
, DistFront,112.91, DistDow,119.03, DistUp,123.25,,,,,,
, DistFront,113.74, DistDow,119.9, DistUp,272.02,,,,,,
, DistFront,111.5, DistDow,118.55, DistUp,123.32,,,,,,
, DistFront,111.84, DistDow,118.69, DistUp,124.52,,,,,,
, DistFrontMean,118.28, DistDowMean,119.39, DistUpMean,123.25,,,,,,
, DistFront,117.93, DistDow,118.88, DistUp,3334.17,,,,,,
, DistFront,106.8, DistDow,120.02, DistUp,3309.4,,,,,,
, DistFront,106.26, DistDow,117.76, DistUp,122.57,,,,,,
, DistFront,118.69, DistDow,119.39, DistUp,3.76,,,,,,
, DistFront,115.12, DistDow,117.81, DistUp,3346.26,,,,,,
, DistFront,105.9, DistDow,118.61, DistUp,3329.39,,,,,,
, DistFront,106.05, DistDow,118.95, DistUp,191.75,,,,,,
, DistFront,116.73, DistDow,118.55, DistUp,121.17,,,,,,
, DistFront,115.34, DistDow,118.13, DistUp,123.18,,,,,,
, DistFront,116.68, DistDow,118.61, DistUp,124.59,,,,,,
, DistFront,117.55, DistDow,118.69, DistUp,3.76,,,,,,
, DistFront,118.4, DistDow,118.69, DistUp,123.38,,,,,,
, DistFront,116.77, DistDow,118.67, DistUp,3298.98,,,,,,
, DistFront,107.04, DistDow,118.25, DistUp,123.42,,,,,,
, DistFront,118.03, DistDow,119.13, DistUp,3311.75,,,,,,
, DistFront,106.04, DistDow,118.33, DistUp,190.32,,,,,,
, DistFront,117.18, DistDow,118.69, DistUp,121.77,,,,,,
, DistFront,117.62, DistDow,120.02, DistUp,191.6,,,,,,
, DistFront,117.62, DistDow,120.1, DistUp,191.6,,,,,,
, DistFront,117.64, DistDow,118.83, DistUp,3.74,,,,,,
, DistFrontMean,118.1, DistDowMean,118.78, DistUpMean,193.32,,,,,,
, DistFront,117.77, DistDow,119.23, DistUp,121.41,,,,,,
, DistFront,118.13, DistDow,119.25, DistUp,122.24,,,,,,
, DistFront,115.41, DistDow,118.38, DistUp,121.41,,,,,,
, DistFront,118.1, DistDow,118.78, DistUp,123.13,,,,,,
, DistFront,114.27, DistDow,119.23, DistUp,123.1,,,,,,
, DistFront,115.48, DistDow,118.78, DistUp,3337.4,,,,,,
, DistFront,107.16, DistDow,118.25, DistUp,122.74,,,,,,
, DistFront,118.06, DistDow,118.33, DistUp,124.35,,,,,,
, DistFront,117.99, DistDow,119.63, DistUp,3.76,,,,,,
, DistFront,115.68, DistDow,119.1, DistUp,122.21,,,,,,
, DistFront,115.43, DistDow,118.59, DistUp,122.57,,,,,,
, DistFront,115.27, DistDow,119.05, DistUp,122.57,,,,,,
, DistFront,113.62, DistDow,118.59, DistUp,191.33,,,,,,
, DistFront,117.47, DistDow,118.55, DistUp,191.77,,,,,,
, DistFront,114.3, DistDow,119.1, DistUp,191.82,,,,,,
, DistFront,115.14, DistDow,118.59, DistUp,123.74,,,,,,
, DistFront,114.12, DistDow,118.59, DistUp,121.63,,,,,,
, DistFront,117.89, DistDow,118.59, DistUp,3.76,,,,,,
, DistFront,115.82, DistDow,118.62, DistUp,121.21,,,,,,
, DistFront,115.82, DistDow,117.89, DistUp,122.52,,,,,,
, DistFrontMean,117.96, DistDowMean,118.28, DistUpMean,122.53,,,,,,
, DistFront,118.38, DistDow,119.2, DistUp,122.96,,,,,,
, DistFront,114.68, DistDow,118.25, DistUp,121.33,,,,,,
, DistFront,118.03, DistDow,117.82, DistUp,191.55,,,,,,
, DistFront,117.64, DistDow,118.74, DistUp,123.42,,,,,,
, DistFront,118.06, DistDow,118.74, DistUp,191.62,,,,,,
, DistFront,116.04, DistDow,117.96, DistUp,122.21,,,,,,
, DistFront,113.83, DistDow,118.78, DistUp,122.67,,,,,,
, DistFront,118.95, DistDow,119.25, DistUp,122.28,,,,,,
, DistFront,118.16, DistDow,118.38, DistUp,190.85,,,,,,
, DistFront,115.73, DistDow,118.84, DistUp,123.18,,,,,,
, DistFront,114.63, DistDow,119.74, DistUp,194.18,,,,,,
, DistFront,113.23, DistDow,118.89, DistUp,124.35,,,,,,
, DistFront,115.73, DistDow,118.89, DistUp,121.92,,,,,,
, DistFront,112.4, DistDow,119, DistUp,122.45,,,,,,
, DistFront,119.2, DistDow,118.91, DistUp,3.64,,,,,,
, DistFront,115.12, DistDow,118.89, DistUp,122.02,,,,,,
, DistFront,113.84, DistDow,118.64, DistUp,123.28,,,,,,
, DistFront,117.98, DistDow,119.35, DistUp,122.47,,,,,,
, DistFront,114.63, DistDow,119.81, DistUp,3318.69,,,,,,
, DistFront,106.5, DistDow,117.77, DistUp,192.6,,,,,,
, DistFrontMean,117.89, DistDowMean,119.42, DistUpMean,122.09,,,,,,
, DistFront,118.35, DistDow,119.46, DistUp,191.73,,,,,,
, DistFront,112.98, DistDow,118.61, DistUp,192.13,,,,,,
, DistFront,114.3, DistDow,119.05, DistUp,194.66,,,,,,
, DistFront,114.54, DistDow,118.59, DistUp,191.68,,,,,,
, DistFront,115.73, DistDow,119.46, DistUp,194.18,,,,,,
, DistFront,115.88, DistDow,119, DistUp,195.34,,,,,,
, DistFront,113.38, DistDow,119.05, DistUp,123.42,,,,,,
, DistFront,117.91, DistDow,119.46, DistUp,123.35,,,,,,
, DistFront,111.63, DistDow,119.47, DistUp,122.98,,,,,,
, DistFront,116.28, DistDow,119.56, DistUp,195.82,,,,,,
, DistFront,114.49, DistDow,118.98, DistUp,3342.47,,,,,,
, DistFront,106.46, DistDow,119.35, DistUp,124.42,,,,,,
, DistFront,115.03, DistDow,119, DistUp,124.56,,,,,,
, DistFront,114.68, DistDow,118.89, DistUp,122.87,,,,,,
, DistFront,117.81, DistDow,118.88, DistUp,3.74,,,,,,
, DistFront,117.93, DistDow,119.32, DistUp,192.91,,,,,,
, DistFront,115.24, DistDow,119.71, DistUp,124.03,,,,,,
, DistFront,117.38, DistDow,118.4, DistUp,121.9,,,,,,
, DistFront,117.84, DistDow,118.83, DistUp,122.74,,,,,,
, DistFront,117.7, DistDow,119.69, DistUp,123.98,,,,,,
, DistFrontMean,117.74, DistDowMean,118.96, DistUpMean,123.98,,,,,,
, DistFront,117.84, DistDow,118.4, DistUp,193.76,,,,,,
, DistFront,117.7, DistDow,118.38, DistUp,122.7,,,,,,
, DistFront,114.68, DistDow,118.83, DistUp,121.89,,,,,,
, DistFront,115.07, DistDow,119.35, DistUp,122.26,,,,,,
, DistFront,115.54, DistDow,118.81, DistUp,191.26,,,,,,
, DistFront,113.18, DistDow,118.83, DistUp,121.46,,,,,,
, DistFront,118.16, DistDow,119.4, DistUp,123.18,,,,,,
, DistFront,114.68, DistDow,118.42, DistUp,194.95,,,,,,
, DistFront,115.68, DistDow,119.85, DistUp,125.27,,,,,,
, DistFront,116.53, DistDow,119.78, DistUp,125.32,,,,,,
, DistFront,117.35, DistDow,119.39, DistUp,123.67,,,,,,
, DistFront,112.62, DistDow,119.81, DistUp,121.62,,,,,,
, DistFront,116.41, DistDow,119.1, DistUp,122.87,,,,,,
, DistFront,111.45, DistDow,119.03, DistUp,123.32,,,,,,
, DistFront,116.21, DistDow,119.88, DistUp,3310.77,,,,,,
, DistFront,107.55, DistDow,119.66, DistUp,124.32,,,,,,
, DistFront,118.1, DistDow,118.71, DistUp,3.76,,,,,,
, DistFront,112.89, DistDow,119.2, DistUp,3343.25,,,,,,
, DistFront,107.55, DistDow,119.18, DistUp,123.98,,,,,,
, DistFront,118.89, DistDow,119.12, DistUp,3.74,,,,,,
, DistFrontMean,118.03, DistDowMean,119.54, DistUpMean,3288.59,,,,,,
, DistFront,118.03, DistDow,119.52, DistUp,3.74,,,,,,
, DistFront,118.42, DistDow,119.98, DistUp,3.74,,,,,,
, DistFront,114.97, DistDow,118.67, DistUp,3331.77,,,,,,
, DistFront,107.6, DistDow,118.62, DistUp,124.3,,,,,,
, DistFront,114.17, DistDow,118.28, DistUp,123.06,,,,,,
, DistFront,117.69, DistDow,120.07, DistUp,3.76,,,,,,
, DistFront,118.23, DistDow,119.32, DistUp,3.76,,,,,,
, DistFront,119.2, DistDow,120.43, DistUp,3.74,,,,,,
, DistFront,119.76, DistDow,120.88, DistUp,3.64,,,,,,
, DistFront,115.02, DistDow,119.69, DistUp,124.4,,,,,,
, DistFront,114.97, DistDow,119.63, DistUp,3370.03,,,,,,
, DistFront,108.1, DistDow,119.18, DistUp,124.06,,,,,,
, DistFront,118.89, DistDow,119.06, DistUp,3.76,,,,,,
, DistFront,118.4, DistDow,119.42, DistUp,192.91,,,,,,
, DistFront,114.61, DistDow,119.83, DistUp,122.99,,,,,,
, DistFront,115.56, DistDow,119.74, DistUp,193.16,,,,,,
, DistFront,117.91, DistDow,119.25, DistUp,3334.05,,,,,,
, DistFront,106.68, DistDow,119.97, DistUp,124.42,,,,,,
, DistFront,118.45, DistDow,119.06, DistUp,122.6,,,,,,
, DistFront,117.99, DistDow,119.06, DistUp,3.76,,,,,,
, DistFrontMean,117.53, DistDowMean,119.03, DistUpMean,122.62,,,,,,
, DistFront,117.98, DistDow,119.61, DistUp,3334.68,,,,,,
, DistFront,106.75, DistDow,119.98, DistUp,3319.98,,,,,,
, DistFront,108.64, DistDow,119.34, DistUp,3308.27,,,,,,
, DistFront,107.45, DistDow,119.49, DistUp,192.21,,,,,,
, DistFront,118.88, DistDow,119.56, DistUp,3.76,,,,,,
, DistFront,118.88, DistDow,119.54, DistUp,192.77,,,,,,
, DistFront,119.25, DistDow,120.77, DistUp,191.92,,,,,,
, DistFront,113.45, DistDow,118.89, DistUp,191.46,,,,,,
, DistFront,115.37, DistDow,119.34, DistUp,191.85,,,,,,
, DistFront,118.11, DistDow,119.18, DistUp,125.17,,,,,,
, DistFront,118.03, DistDow,119.91, DistUp,122.99,,,,,,
, DistFront,115.68, DistDow,117.06, DistUp,193.27,,,,,,
, DistFront,117.76, DistDow,118.95, DistUp,122.76,,,,,,
, DistFront,115.26, DistDow,118.81, DistUp,123.11,,,,,,
, DistFront,118.03, DistDow,118.67, DistUp,194.47,,,,,,
, DistFront,117.62, DistDow,118.59, DistUp,191.53,,,,,,
, DistFront,117.87, DistDow,118.54, DistUp,193.62,,,,,,
, DistFront,114.68, DistDow,118.04, DistUp,121.97,,,,,,
, DistFront,116.9, DistDow,117.38, DistUp,125.27,,,,,,
, DistFront,117.76, DistDow,115.56, DistUp,191.85,,,,,,
, DistFrontMean,117.84, DistDowMean,117.57, DistUpMean,191.85,,,,,,
, DistFront,117.33, DistDow,119.3, DistUp,122.35,,,,,,
, DistFront,117.35, DistDow,118.04, DistUp,194.03,,,,,,
, DistFront,117.45, DistDow,117.57, DistUp,123.2,,,,,,
, DistFront,114.03, DistDow,119.69, DistUp,122.7,,,,,,
, DistFront,116.26, DistDow,118.32, DistUp,193.04,,,,,,
, DistFront,117.87, DistDow,118.06, DistUp,3.74,,,,,,
, DistFront,116.89, DistDow,118.83, DistUp,3.76,,,,,,
, DistFront,116.92, DistDow,117.96, DistUp,3.64,,,,,,
, DistFront,116.85, DistDow,118.83, DistUp,123.11,,,,,,
, DistFront,116.85, DistDow,118.54, DistUp,195.41,,,,,,
, DistFront,117.35, DistDow,117.98, DistUp,192.41,,,,,,
, DistFront,117.41, DistDow,118.64, DistUp,3302.24,,,,,,
, DistFront,106.53, DistDow,118.28, DistUp,3353.54,,,,,,
, DistFront,106.73, DistDow,117.93, DistUp,123.18,,,,,,
, DistFront,117.4, DistDow,116.9, DistUp,192.33,,,,,,
, DistFront,115.56, DistDow,118.95, DistUp,130.78,,,,,,
, DistFront,115.9, DistDow,118.13, DistUp,190.78,,,,,,
, DistFront,113.81, DistDow,117.7, DistUp,123.71,,,,,,
, DistFront,117.11, DistDow,116.12, DistUp,123.74,,,,,,
, DistFront,115.43, DistDow,118.98, DistUp,124.18,,,,,,
, DistFrontMean,117.6, DistDowMean,117.76, DistUpMean,122.53,,,,,,
, DistFront,117.52, DistDow,118.59, DistUp,122.96,,,,,,
, DistFront,115.53, DistDow,118.67, DistUp,122.99,,,,,,
, DistFront,111.24, DistDow,118.33, DistUp,122.16,,,,,,
, DistFront,115.03, DistDow,118.27, DistUp,3354.68,,,,,,
, DistFront,106.73, DistDow,118.78, DistUp,121.39,,,,,,
, DistFront,116.02, DistDow,119.18, DistUp,122.26,,,,,,
, DistFront,114.42, DistDow,118.33, DistUp,192.91,,,,,,
, DistFront,118.04, DistDow,118.71, DistUp,3.74,,,,,,
, DistFront,117.93, DistDow,118.55, DistUp,3.74,,,,,,
, DistFront,114.71, DistDow,119.39, DistUp,3308.61,,,,,,
, DistFront,106.84, DistDow,118.54, DistUp,191.82,,,,,,
, DistFront,113.33, DistDow,119.1, DistUp,121.67,,,,,,
, DistFront,116.7, DistDow,117.53, DistUp,120.82,,,,,,
, DistFront,115.9, DistDow,118.69, DistUp,194.42,,,,,,
, DistFront,114.25, DistDow,118.67, DistUp,194.76,,,,,,
, DistFront,118.04, DistDow,119.18, DistUp,121.8,,,,,,
, DistFront,116.82, DistDow,118.38, DistUp,121.8,,,,,,
, DistFront,118.38, DistDow,118.96, DistUp,3.71,,,,,,
, DistFront,118.47, DistDow,119.59, DistUp,3.76,,,,,,
, DistFront,113.11, DistDow,119.18, DistUp,121.45,,,,,,
, DistFrontMean,119.35, DistDowMean,119.66, DistUpMean,3346.7,,,,,,
, DistFront,118.61, DistDow,118.88, DistUp,3.64,,,,,,
, DistFront,118.59, DistDow,119.34, DistUp,121.89,,,,,,
, DistFront,118.18, DistDow,119.74, DistUp,3.76,,,,,,
, DistFront,118.16, DistDow,119.69, DistUp,123.95,,,,,,
, DistFront,116.5, DistDow,119.63, DistUp,3335.6,,,,,,
, DistFront,107.77, DistDow,119, DistUp,122.04,,,,,,
, DistFront,117.74, DistDow,118.38, DistUp,3.64,,,,,,
, DistFront,113.03, DistDow,118.38, DistUp,122.76,,,,,,
, DistFront,116.39, DistDow,118.96, DistUp,122.77,,,,,,
, DistFront,117.31, DistDow,119.25, DistUp,122.33,,,,,,
, DistFront,117.74, DistDow,119.27, DistUp,3.74,,,,,,
, DistFront,117.81, DistDow,118.95, DistUp,3.74,,,,,,
, DistFront,118.38, DistDow,118.98, DistUp,3.76,,,,,,
, DistFront,118.38, DistDow,119.52, DistUp,3.76,,,,,,
, DistFront,114.52, DistDow,120.41, DistUp,3321.45,,,,,,
, DistFront,107.09, DistDow,119.18, DistUp,122.26,,,,,,
, DistFront,116.9, DistDow,118.78, DistUp,124.35,,,,,,
, DistFront,116.05, DistDow,118.38, DistUp,3320.02,,,,,,
, DistFront,107.04, DistDow,119.27, DistUp,196.19,,,,,,
, DistFront,116.31, DistDow,119.23, DistUp,121.46,,,,,,
