118.1, DistDow,118.71, DistUp,189.9,,,,,,,,
, DistFront, 58.03, DistDow, 59.25, DistUp, 294.20
, DistFront, 57.91, DistDow, 59.13, DistUp, 296.28
, DistFront, 57.70, DistDow, 59.32, DistUp, 3.78
, DistFront, 57.84, DistDow, 59.91, DistUp, 3.67
, DistFront, 57.89, DistDow, 59.97, DistUp, 3.78
, DistFront, 58.10, DistDow, 60.17, DistUp, 3.78
, DistFront, 58.89, DistDow, 60.12, DistUp, 3.78
, DistFront, 58.52, DistDow, 60.19, DistUp, 297.45
, DistFront, 58.49, DistDow, 60.12, DistUp, 294.54
, DistFront, 58.84, DistDow, 60.05, DistUp, 3.78
, DistFront, 59.40, DistDow, 60.19, DistUp, 3.78
, DistFrontMean, 58.84, DistDowMean, 60.07, DistUpMean, 3542.60
, DistFront, 59.03, DistDow, 60.56, DistUp, 3.78
, DistFront, 59.12, DistDow, 60.27, DistUp, 3.78
, DistFront, 59.13, DistDow, 60.32, DistUp, 3.78
, DistFront, 59.25, DistDow, 61.19, DistUp, 3.78
, DistFront, 59.40, DistDow, 60.60, DistUp, 3.78
, DistFront, 59.42, DistDow, 61.05, DistUp, 3.67
, DistFront, 59.59, DistDow, 61.21, DistUp, 3.78
, DistFront, 59.63, DistDow, 61.28, DistUp, 3.78
, DistFront, 59.52, DistDow, 60.73, DistUp, 294.76
, DistFront, 59.91, DistDow, 61.11, DistUp, 3.67
, DistFront, 59.61, DistDow, 60.78, DistUp, 294.32
, DistFront, 59.61, DistDow, 61.19, DistUp, 3528.74
, DistFront, 48.64, DistDow, 60.70, DistUp, 3546.67
, DistFront, 48.45, DistDow, 60.39, DistUp, 3528.06
, DistFront, 48.32, DistDow, 61.19, DistUp, 155.53
, DistFront, 58.98, DistDow, 60.20, DistUp, 3.67
, DistFront, 59.06, DistDow, 60.32, DistUp, 3.78
, DistFront, 58.95, DistDow, 60.17, DistUp, 3.67
, DistFront, 59.00, DistDow, 60.63, DistUp, 3.78
, DistFront, 59.46, DistDow, 60.63, DistUp, 3.78
, DistFrontMean, 58.89, DistDowMean, 60.07, DistUpMean, 3521.34
, DistFront, 59.03, DistDow, 60.10, DistUp, 3.67
, DistFront, 58.95, DistDow, 60.56, DistUp, 3.78
, DistFront, 58.96, DistDow, 60.14, DistUp, 3537.81
, DistFront, 49.20, DistDow, 60.14, DistUp, 155.54
, DistFront, 58.96, DistDow, 60.17, DistUp, 295.70
, DistFront, 59.06, DistDow, 61.11, DistUp, 295.75
, DistFront, 59.00, DistDow, 60.48, DistUp, 3.69
, DistFront, 58.83, DistDow, 60.88, DistUp, 3.78
, DistFront, 59.20, DistDow, 60.39, DistUp, 3.78
, DistFront, 58.67, DistDow, 59.95, DistUp, 294.10
, DistFront, 59.13, DistDow, 59.91, DistUp, 3.78
, DistFront, 58.71, DistDow, 60.32, DistUp, 3.78
, DistFront, 58.69, DistDow, 60.75, DistUp, 3.78
, DistFront, 58.64, DistDow, 59.88, DistUp, 3.78
, DistFront, 58.64, DistDow, 60.27, DistUp, 3.78
, DistFront, 58.61, DistDow, 59.81, DistUp, 3.78
, DistFront, 58.67, DistDow, 59.90, DistUp, 295.43
, DistFront, 58.71, DistDow, 59.85, DistUp, 294.61
, DistFront, 58.40, DistDow, 60.39, DistUp, 298.84
, DistFront, 59.23, DistDow, 60.39, DistUp, 294.68
, DistFrontMean, 59.20, DistDowMean, 60.77, DistUpMean, 297.16
, DistFront, 58.91, DistDow, 60.95, DistUp, 297.31
, DistFront, 58.88, DistDow, 60.49, DistUp, 3514.13
, DistFront, 48.47, DistDow, 60.34, DistUp, 161.09
, DistFront, 59.30, DistDow, 60.53, DistUp, 3.78
, DistFront, 59.49, DistDow, 61.09, DistUp, 3.78
, DistFront, 59.61, DistDow, 61.63, DistUp, 3.78
, DistFront, 59.59, DistDow, 61.24, DistUp, 3.78
, DistFront, 59.18, DistDow, 60.77, DistUp, 3.78
, DistFront, 59.54, DistDow, 61.17, DistUp, 3.78
, DistFront, 59.46, DistDow, 60.63, DistUp, 3.78
, DistFront, 59.13, DistDow, 60.27, DistUp, 3.78
, DistFront, 59.18, DistDow, 60.66, DistUp, 295.66
, DistFront, 59.13, DistDow, 60.31, DistUp, 3522.93
, DistFront, 48.64, DistDow, 60.14, DistUp, 156.05
, DistFront, 59.03, DistDow, 60.14, DistUp, 295.97
, DistFront, 58.96, DistDow, 60.14, DistUp, 297.24
, DistFront, 58.96, DistDow, 60.10, DistUp, 298.88
, DistFront, 58.88, DistDow, 59.98, DistUp, 295.49
, DistFront, 58.52, DistDow, 60.46, DistUp, 295.92
, DistFront, 58.91, DistDow, 60.43, DistUp, 298.28
, DistFrontMean, 58.89, DistDowMean, 60.03, DistUpMean, 298.40
, DistFront, 59.03, DistDow, 60.14, DistUp, 297.98
, DistFront, 58.91, DistDow, 60.43, DistUp, 294.23
, DistFront, 58.91, DistDow, 59.63, DistUp, 3518.42
, DistFront, 48.96, DistDow, 60.61, DistUp, 3527.69
, DistFront, 48.42, DistDow, 60.10, DistUp, 159.00
, DistFront, 59.17, DistDow, 60.66, DistUp, 3523.40
, DistFront, 49.12, DistDow, 59.85, DistUp, 156.24
, DistFront, 59.49, DistDow, 60.12, DistUp, 3.67
, DistFront, 59.12, DistDow, 60.19, DistUp, 3571.77
, DistFront, 49.20, DistDow, 60.49, DistUp, 158.78
, DistFront, 59.05, DistDow, 60.56, DistUp, 3.78
, DistFront, 59.06, DistDow, 60.17, DistUp, 295.82
, DistFront, 59.10, DistDow, 59.81, DistUp, 3.78
, DistFront, 59.25, DistDow, 59.88, DistUp, 3.67
, DistFront, 59.13, DistDow, 59.83, DistUp, 3.78
, DistFront, 59.23, DistDow, 59.83, DistUp, 295.95
, DistFront, 59.46, DistDow, 60.19, DistUp, 3.78
, DistFront, 59.74, DistDow, 60.77, DistUp, 3.78
, DistFront, 60.19, DistDow, 61.33, DistUp, 3.78
, DistFront, 60.49, DistDow, 61.63, DistUp, 3.78
, DistFrontMean, 60.05, DistDowMean, 61.55, DistUpMean, 299.05
, DistFront, 60.46, DistDow, 61.60, DistUp, 3522.13
, DistFront, 50.32, DistDow, 61.70, DistUp, 3513.61
, DistFront, 50.19, DistDow, 62.11, DistUp, 154.66
, DistFront, 60.54, DistDow, 61.31, DistUp, 3.78
, DistFront, 60.46, DistDow, 62.06, DistUp, 297.84
, DistFront, 60.39, DistDow, 61.56, DistUp, 3.78
, DistFront, 60.34, DistDow, 61.60, DistUp, 3.78
, DistFront, 60.68, DistDow, 61.89, DistUp, 3.67
, DistFront, 60.37, DistDow, 61.90, DistUp, 3522.98
, DistFront, 49.12, DistDow, 61.50, DistUp, 154.13
, DistFront, 60.82, DistDow, 61.62, DistUp, 295.56
, DistFront, 60.70, DistDow, 61.50, DistUp, 296.28
, DistFront, 60.82, DistDow, 61.62, DistUp, 293.84
, DistFront, 60.27, DistDow, 61.53, DistUp, 297.67
, DistFront, 60.39, DistDow, 62.41, DistUp, 296.77
, DistFront, 60.27, DistDow, 62.31, DistUp, 295.14
, DistFront, 60.77, DistDow, 61.56, DistUp, 296.39
, DistFront, 60.20, DistDow, 62.26, DistUp, 296.28
, DistFront, 60.39, DistDow, 61.60, DistUp, 3.78
, DistFront, 60.41, DistDow, 61.92, DistUp, 3505.73
, DistFrontMean, 60.32, DistDowMean, 61.50, DistUpMean, 3.78
, DistFront, 60.27, DistDow, 61.48, DistUp, 296.73
, DistFront, 60.26, DistDow, 61.90, DistUp, 294.95
, DistFront, 60.32, DistDow, 61.50, DistUp, 294.98
, DistFront, 60.17, DistDow, 61.34, DistUp, 297.52
, DistFront, 60.24, DistDow, 61.85, DistUp, 3496.85
, DistFront, 49.30, DistDow, 61.14, DistUp, 295.70
, DistFront, 60.03, DistDow, 61.21, DistUp, 3527.13
, DistFront, 49.06, DistDow, 60.95, DistUp, 3543.40
, DistFront, 49.12, DistDow, 61.82, DistUp, 297.21
, DistFront, 60.26, DistDow, 61.04, DistUp, 3.78
, DistFront, 59.71, DistDow, 61.75, DistUp, 296.80
, DistFront, 59.83, DistDow, 61.46, DistUp, 299.71
, DistFront, 59.71, DistDow, 61.38, DistUp, 3508.13
, DistFront, 49.17, DistDow, 61.05, DistUp, 155.95
, DistFront, 59.76, DistDow, 61.82, DistUp, 297.26
, DistFront, 59.88, DistDow, 61.46, DistUp, 294.69
, DistFront, 59.47, DistDow, 61.05, DistUp, 296.82
, DistFront, 59.76, DistDow, 60.95, DistUp, 294.71
, DistFront, 59.81, DistDow, 60.99, DistUp, 294.30
, DistFront, 59.97, DistDow, 61.14, DistUp, 294.74
, DistFrontMean, 59.90, DistDowMean, 61.11, DistUpMean, 293.95
, DistFront, 60.05, DistDow, 61.24, DistUp, 295.24
, DistFront, 60.02, DistDow, 61.19, DistUp, 3535.88
, DistFront, 49.90, DistDow, 61.39, DistUp, 3509.61
, DistFront, 49.68, DistDow, 62.26, DistUp, 152.04
, DistFront, 60.61, DistDow, 61.41, DistUp, 298.16
, DistFront, 60.27, DistDow, 61.46, DistUp, 297.69
, DistFront, 60.19, DistDow, 61.31, DistUp, 295.56
, DistFront, 60.56, DistDow, 61.38, DistUp, 295.10
, DistFront, 59.97, DistDow, 61.14, DistUp, 295.95
, DistFront, 59.97, DistDow, 61.60, DistUp, 296.26
, DistFront, 59.88, DistDow, 60.99, DistUp, 297.87
, DistFront, 59.49, DistDow, 61.14, DistUp, 3.67
, DistFront, 59.49, DistDow, 60.68, DistUp, 3.78
, DistFront, 59.34, DistDow, 61.45, DistUp, 3.78
, DistFront, 59.20, DistDow, 60.83, DistUp, 3.69
, DistFront, 59.27, DistDow, 60.90, DistUp, 295.02
, DistFront, 59.13, DistDow, 60.39, DistUp, 3.78
, DistFront, 59.12, DistDow, 60.34, DistUp, 297.40
, DistFront, 58.98, DistDow, 60.63, DistUp, 3.78
, DistFront, 58.96, DistDow, 60.60, DistUp, 296.12
, DistFrontMean, 59.46, DistDowMean, 60.24, DistUpMean, 296.55
, DistFront, 59.00, DistDow, 60.24, DistUp, 3538.59
, DistFront, 48.06, DistDow, 60.05, DistUp, 165.61
, DistFront, 58.69, DistDow, 60.39, DistUp, 3.78
, DistFront, 58.64, DistDow, 59.83, DistUp, 3.78
, DistFront, 58.89, DistDow, 60.54, DistUp, 3.78
, DistFront, 59.32, DistDow, 60.10, DistUp, 295.60
, DistFront, 58.89, DistDow, 60.12, DistUp, 3.78
, DistFront, 59.34, DistDow, 60.10, DistUp, 299.42
, DistFront, 58.89, DistDow, 60.49, DistUp, 295.24
, DistFront, 58.78, DistDow, 59.95, DistUp, 297.28
, DistFront, 58.83, DistDow, 60.46, DistUp, 300.66
, DistFront, 58.33, DistDow, 59.90, DistUp, 297.70
, DistFront, 58.78, DistDow, 59.98, DistUp, 296.45
, DistFront, 58.78, DistDow, 60.39, DistUp, 296.84
, DistFront, 58.78, DistDow, 59.97, DistUp, 299.34
, DistFront, 58.28, DistDow, 59.85, DistUp, 295.56
, DistFront, 58.27, DistDow, 59.85, DistUp, 295.12
, DistFront, 58.28, DistDow, 59.85, DistUp, 297.26
, DistFront, 58.67, DistDow, 60.31, DistUp, 295.60
, DistFront, 59.12, DistDow, 59.90, DistUp, 296.73
, DistFrontMean, 58.71, DistDowMean, 60.03, DistUpMean, 295.20
, DistFront, 58.88, DistDow, 60.48, DistUp, 3534.81
, DistFront, 47.82, DistDow, 60.49, DistUp, 296.46
, DistFront, 58.98, DistDow, 61.05, DistUp, 296.11
, DistFront, 58.55, DistDow, 60.99, DistUp, 296.99
, DistFront, 59.06, DistDow, 60.19, DistUp, 295.60
, DistFront, 59.56, DistDow, 61.19, DistUp, 295.78
, DistFront, 59.52, DistDow, 60.31, DistUp, 298.32
, DistFront, 59.23, DistDow, 60.46, DistUp, 298.35
, DistFront, 59.30, DistDow, 60.92, DistUp, 3.78
, DistFront, 59.25, DistDow, 61.28, DistUp, 3.67
, DistFront, 59.46, DistDow, 61.11, DistUp, 3.78
, DistFront, 59.66, DistDow, 61.70, DistUp, 3.78
, DistFront, 59.83, DistDow, 60.92, DistUp, 3.78
, DistFront, 59.85, DistDow, 61.04, DistUp, 3568.95
, DistFront, 49.97, DistDow, 61.56, DistUp, 296.11
, DistFront, 60.27, DistDow, 61.46, DistUp, 298.20
, DistFront, 59.59, DistDow, 61.45, DistUp, 294.42
, DistFront, 59.85, DistDow, 61.45, DistUp, 3.78
, DistFront, 59.76, DistDow, 61.77, DistUp, 3534.90
, DistFront, 49.46, DistDow, 61.34, DistUp, 3478.91
, DistFrontMean, 59.88, DistDowMean, 60.61, DistUpMean, 3.78
, DistFront, 60.31, DistDow, 61.48, DistUp, 3495.34
, DistFront, 50.41, DistDow, 61.05, DistUp, 3485.26
, DistFront, 49.52, DistDow, 60.92, DistUp, 154.90
, DistFront, 59.68, DistDow, 61.26, DistUp, 295.49
, DistFront, 59.74, DistDow, 60.92, DistUp, 3.78
, DistFront, 59.23, DistDow, 60.41, DistUp, 298.54
, DistFront, 58.95, DistDow, 60.12, DistUp, 3.78
, DistFront, 58.78, DistDow, 60.39, DistUp, 3.78
, DistFront, 58.84, DistDow, 60.73, DistUp, 3.76
, DistFront, 58.71, DistDow, 60.27, DistUp, 3.78
, DistFront, 58.88, DistDow, 60.03, DistUp, 3.78
, DistFront, 59.25, DistDow, 60.41, DistUp, 3.69
, DistFront, 58.98, DistDow, 60.19, DistUp, 3.78
, DistFront, 59.00, DistDow, 60.56, DistUp, 3.78
, DistFront, 58.96, DistDow, 60.53, DistUp, 3.67
, DistFront, 59.05, DistDow, 60.14, DistUp, 3.67
, DistFront, 58.95, DistDow, 60.54, DistUp, 3.78
, DistFront, 58.98, DistDow, 60.63, DistUp, 3.78
, DistFront, 58.84, DistDow, 60.48, DistUp, 3.69
, DistFront, 59.40, DistDow, 61.02, DistUp, 3.78
, DistFrontMean, 59.32, DistDowMean, 60.48, DistUpMean, 3536.68
, DistFront, 58.89, DistDow, 60.49, DistUp, 3.67
, DistFront, 58.98, DistDow, 60.90, DistUp, 299.47
, DistFront, 58.95, DistDow, 60.56, DistUp, 296.60
, DistFront, 58.83, DistDow, 60.46, DistUp, 297.06
, DistFront, 58.81, DistDow, 60.46, DistUp, 297.82
, DistFront, 58.91, DistDow, 60.95, DistUp, 300.39
, DistFront, 58.76, DistDow, 60.39, DistUp, 299.85
, DistFront, 58.81, DistDow, 60.41, DistUp, 3.78
, DistFront, 58.76, DistDow, 60.31, DistUp, 297.69
, DistFront, 59.17, DistDow, 60.78, DistUp, 300.73
, DistFront, 58.55, DistDow, 60.68, DistUp, 3.78
, DistFront, 58.67, DistDow, 60.73, DistUp, 3.78
, DistFront, 58.55, DistDow, 59.78, DistUp, 3.67
, DistFront, 58.69, DistDow, 59.88, DistUp, 3.78
, DistFront, 58.69, DistDow, 60.32, DistUp, 295.53
, DistFront, 58.62, DistDow, 60.24, DistUp, 295.54
, DistFront, 58.62, DistDow, 59.83, DistUp, 296.41
, DistFront, 58.67, DistDow, 60.73, DistUp, 296.89
, DistFront, 59.23, DistDow, 60.85, DistUp, 3500.85
, DistFront, 47.57, DistDow, 60.53, DistUp, 3515.24
, DistFrontMean, 58.78, DistDowMean, 60.41, DistUpMean, 3.78
, DistFront, 59.20, DistDow, 60.37, DistUp, 3509.97
, DistFront, 48.06, DistDow, 60.31, DistUp, 161.60
, DistFront, 58.62, DistDow, 60.63, DistUp, 3.78
, DistFront, 58.40, DistDow, 60.02, DistUp, 3.67
, DistFront, 58.49, DistDow, 59.98, DistUp, 3534.85
, DistFront, 46.77, DistDow, 60.05, DistUp, 158.10
, DistFront, 58.64, DistDow, 60.27, DistUp, 3.78
, DistFront, 58.67, DistDow, 60.32, DistUp, 298.47
, DistFront, 58.64, DistDow, 60.26, DistUp, 294.69
, DistFront, 58.67, DistDow, 60.31, DistUp, 3569.76
, DistFront, 47.69, DistDow, 60.07, DistUp, 3527.02
, DistFront, 48.91, DistDow, 61.41, DistUp, 3547.33
, DistFront, 48.91, DistDow, 60.85, DistUp, 3526.31
, DistFront, 49.97, DistDow, 61.05, DistUp, 3545.43
, DistFront, 49.27, DistDow, 61.67, DistUp, 3530.54
, DistFront, 49.25, DistDow, 61.26, DistUp, 3497.18
, DistFront, 49.66, DistDow, 61.70, DistUp, 3515.20
, DistFront, 50.02, DistDow, 61.26, DistUp, 300.85
, DistFront, 60.02, DistDow, 61.24, DistUp, 3583.35
, DistFront, 49.49, DistDow, 61.45, DistUp, 155.97
, DistFrontMean, 59.78, DistDowMean, 61.02, DistUpMean, 299.83
, DistFront, 59.78, DistDow, 60.97, DistUp, 3565.63
, DistFront, 49.12, DistDow, 61.24, DistUp, 297.99
, DistFront, 59.47, DistDow, 61.05, DistUp, 3.67
, DistFront, 59.46, DistDow, 60.66, DistUp, 3518.45
, DistFront, 49.39, DistDow, 60.53, DistUp, 296.62
, DistFront, 59.13, DistDow, 60.77, DistUp, 3.67
, DistFront, 59.05, DistDow, 60.27, DistUp, 3.78
, DistFront, 58.89, DistDow, 60.83, DistUp, 3.78
, DistFront, 58.88, DistDow, 60.49, DistUp, 3518.67
, DistFront, 47.91, DistDow, 60.78, DistUp, 296.38
, DistFront, 58.69, DistDow, 60.34, DistUp, 3.78
, DistFront, 58.74, DistDow, 60.39, DistUp, 3.78
, DistFront, 58.62, DistDow, 60.68, DistUp, 296.05
, DistFront, 58.78, DistDow, 60.31, DistUp, 295.19
, DistFront, 58.83, DistDow, 60.46, DistUp, 3.78
, DistFront, 58.96, DistDow, 60.19, DistUp, 3.78
, DistFront, 58.89, DistDow, 60.12, DistUp, 3.78
, DistFront, 59.05, DistDow, 60.68, DistUp, 3.78
, DistFront, 59.10, DistDow, 60.27, DistUp, 3.78
, DistFront, 59.13, DistDow, 60.77, DistUp, 3.78
, DistFrontMean, 59.05, DistDowMean, 60.27, DistUpMean, 3537.53
, DistFront, 59.06, DistDow, 60.31, DistUp, 3.67
, DistFront, 59.66, DistDow, 60.43, DistUp, 3.78
, DistFront, 59.20, DistDow, 60.83, DistUp, 3.78
, DistFront, 59.42, DistDow, 59.83, DistUp, 3.69
, DistFront, 58.95, DistDow, 60.17, DistUp, 3.78
, DistFront, 58.64, DistDow, 59.88, DistUp, 3.78
, DistFront, 58.45, DistDow, 59.74, DistUp, 3.78
, DistFront, 58.47, DistDow, 59.61, DistUp, 3.78
, DistFront, 58.45, DistDow, 60.49, DistUp, 3.78
, DistFront, 58.40, DistDow, 60.07, DistUp, 3.67
, DistFront, 59.10, DistDow, 60.77, DistUp, 3.78
, DistFront, 58.84, DistDow, 59.68, DistUp, 3.78
, DistFront, 58.89, DistDow, 60.97, DistUp, 3.78
, DistFront, 58.69, DistDow, 60.32, DistUp, 3.78
, DistFront, 58.64, DistDow, 60.27, DistUp, 3.78
, DistFront, 58.55, DistDow, 60.19, DistUp, 3.78
, DistFront, 58.71, DistDow, 60.78, DistUp, 3.78
, DistFront, 58.84, DistDow, 60.07, DistUp, 3.78
, DistFront, 59.30, DistDow, 60.48, DistUp, 3.78
, DistFront, 58.96, DistDow, 60.14, DistUp, 299.32
, DistFrontMean, 58.88, DistDowMean, 60.07, DistUpMean, 296.41
, DistFront, 58.89, DistDow, 60.53, DistUp, 3536.62
, DistFront, 47.96, DistDow, 60.14, DistUp, 161.14
, DistFront, 58.62, DistDow, 60.17, DistUp, 3.78
, DistFront, 59.10, DistDow, 60.73, DistUp, 3.78
, DistFront, 59.05, DistDow, 60.20, DistUp, 3.78
, DistFront, 59.17, DistDow, 60.34, DistUp, 296.09
, DistFront, 59.17, DistDow, 60.34, DistUp, 3516.09
, DistFront, 48.81, DistDow, 60.43, DistUp, 160.10
, DistFront, 59.27, DistDow, 60.78, DistUp, 298.03
, DistFront, 59.20, DistDow, 60.83, DistUp, 295.10
, DistFront, 59.46, DistDow, 60.56, DistUp, 3.67
, DistFront, 59.42, DistDow, 60.66, DistUp, 3.78
, DistFront, 59.56, DistDow, 61.19, DistUp, 3554.56
, DistFront, 48.47, DistDow, 60.90, DistUp, 155.37
, DistFront, 59.63, DistDow, 60.85, DistUp, 3.78
, DistFront, 59.69, DistDow, 61.34, DistUp, 161.21
, DistFront, 59.30, DistDow, 61.75, DistUp, 3549.12
, DistFront, 48.76, DistDow, 61.14, DistUp, 3562.77
, DistFront, 48.16, DistDow, 60.60, DistUp, 159.27
, DistFront, 59.85, DistDow, 60.99, DistUp, 300.60
, DistFrontMean, 59.46, DistDowMean, 60.56, DistUpMean, 3537.28
, DistFront, 59.32, DistDow, 60.95, DistUp, 3.78
, DistFront, 59.18, DistDow, 60.41, DistUp, 3.76
, DistFront, 58.84, DistDow, 60.05, DistUp, 3.78
, DistFront, 58.81, DistDow, 60.03, DistUp, 160.07
, DistFront, 58.59, DistDow, 59.81, DistUp, 3.78
, DistFront, 58.55, DistDow, 59.74, DistUp, 297.45
, DistFront, 58.59, DistDow, 59.81, DistUp, 300.32
, DistFront, 58.83, DistDow, 59.59, DistUp, 296.50
, DistFront, 58.42, DistDow, 59.06, DistUp, 3516.11
, DistFront, 48.52, DistDow, 59.61, DistUp, 296.63
, DistFront, 57.99, DistDow, 59.10, DistUp, 301.09
, DistFront, 57.93, DistDow, 58.74, DistUp, 297.81
, DistFront, 57.77, DistDow, 59.54, DistUp, 3508.16
, DistFront, 47.02, DistDow, 59.85, DistUp, 160.03
, DistFront, 58.49, DistDow, 60.14, DistUp, 3.78
, DistFront, 57.98, DistDow, 59.30, DistUp, 295.43
, DistFront, 58.25, DistDow, 59.47, DistUp, 3.78
, DistFront, 58.59, DistDow, 60.19, DistUp, 3508.61
, DistFront, 48.23, DistDow, 59.78, DistUp, 157.21
, DistFront, 58.91, DistDow, 60.48, DistUp, 3.78
, DistFrontMean, 58.81, DistDowMean, 60.37, DistUpMean, 3525.53
, DistFront, 58.96, DistDow, 60.14, DistUp, 3.78
, DistFront, 58.98, DistDow, 60.49, DistUp, 296.24
, DistFront, 58.88, DistDow, 60.49, DistUp, 294.98
, DistFront, 59.42, DistDow, 60.19, DistUp, 294.54
, DistFront, 59.03, DistDow, 60.26, DistUp, 294.98
, DistFront, 59.10, DistDow, 60.31, DistUp, 296.26
, DistFront, 58.98, DistDow, 60.61, DistUp, 294.63
, DistFront, 59.13, DistDow, 61.05, DistUp, 296.31
, DistFront, 59.13, DistDow, 60.77, DistUp, 296.73
, DistFront, 59.00, DistDow, 60.26, DistUp, 297.13
, DistFront, 59.17, DistDow, 60.24, DistUp, 298.33
, DistFront, 59.18, DistDow, 60.82, DistUp, 3541.48
, DistFront, 48.16, DistDow, 60.49, DistUp, 160.03
, DistFront, 59.52, DistDow, 61.21, DistUp, 3.76
, DistFront, 59.71, DistDow, 60.95, DistUp, 296.39
, DistFront, 59.66, DistDow, 61.28, DistUp, 3539.59
, DistFront, 49.54, DistDow, 61.19, DistUp, 153.96
, DistFront, 60.03, DistDow, 62.09, DistUp, 297.19
, DistFront, 60.02, DistDow, 61.63, DistUp, 3571.53
, DistFront, 49.56, DistDow, 61.48, DistUp, 153.45
, DistFrontMean, 59.85, DistDowMean, 61.45, DistUpMean, 294.74
, DistFront, 60.27, DistDow, 61.85, DistUp, 295.54
, DistFront, 60.34, DistDow, 61.55, DistUp, 295.54
, DistFront, 60.32, DistDow, 61.48, DistUp, 295.56
, DistFront, 59.81, DistDow, 61.80, DistUp, 296.68
, DistFront, 60.26, DistDow, 61.45, DistUp, 295.12
, DistFront, 60.10, DistDow, 61.33, DistUp, 295.07
, DistFront, 59.88, DistDow, 61.09, DistUp, 3.67
, DistFront, 59.91, DistDow, 61.96, DistUp, 295.73
, DistFront, 59.74, DistDow, 60.92, DistUp, 295.66
, DistFront, 59.81, DistDow, 60.99, DistUp, 294.81
, DistFront, 59.76, DistDow, 60.92, DistUp, 3517.02
, DistFront, 48.89, DistDow, 60.78, DistUp, 3566.05
, DistFront, 48.35, DistDow, 60.75, DistUp, 3521.24
, DistFront, 48.40, DistDow, 61.19, DistUp, 158.11
, DistFront, 59.49, DistDow, 60.73, DistUp, 3533.84
, DistFront, 49.69, DistDow, 60.78, DistUp, 160.49
, DistFront, 59.78, DistDow, 60.97, DistUp, 3.78
, DistFront, 59.76, DistDow, 60.85, DistUp, 3.78
, DistFront, 59.74, DistDow, 60.99, DistUp, 299.32
, DistFront, 59.52, DistDow, 61.17, DistUp, 3.78
, DistFrontMean, 59.63, DistDowMean, 60.82, DistUpMean, 3563.62
, DistFront, 59.47, DistDow, 60.63, DistUp, 3.76
, DistFront, 59.69, DistDow, 60.90, DistUp, 3.76
, DistFront, 59.32, DistDow, 60.12, DistUp, 3.78
, DistFront, 58.64, DistDow, 59.81, DistUp, 3.67
, DistFront, 58.83, DistDow, 60.02, DistUp, 3.67
, DistFront, 58.28, DistDow, 59.76, DistUp, 3.67
, DistFront, 58.28, DistDow, 59.47, DistUp, 3.67
, DistFront, 58.33, DistDow, 59.52, DistUp, 3.67
, DistFront, 58.49, DistDow, 60.07, DistUp, 3.78
, DistFront, 58.61, DistDow, 59.76, DistUp, 3.78
, DistFront, 58.55, DistDow, 60.17, DistUp, 3.69
, DistFront, 58.74, DistDow, 59.97, DistUp, 3.78
, DistFront, 58.83, DistDow, 60.46, DistUp, 3505.77
, DistFront, 48.84, DistDow, 60.39, DistUp, 3473.59
, DistFront, 49.85, DistDow, 60.77, DistUp, 295.68
, DistFront, 59.98, DistDow, 61.97, DistUp, 3.67
, DistFront, 60.26, DistDow, 62.26, DistUp, 3.78
, DistFront, 60.48, DistDow, 62.06, DistUp, 3.78
, DistFront, 60.37, DistDow, 62.02, DistUp, 3.78
, DistFront, 60.83, DistDow, 61.56, DistUp, 3.76
, DistFrontMean, 60.26, DistDowMean, 61.45, DistUpMean, 3532.04
, DistFront, 59.90, DistDow, 61.11, DistUp, 3.67
, DistFront, 59.83, DistDow, 61.04, DistUp, 3.78
, DistFront, 59.63, DistDow, 60.82, DistUp, 3.67
, DistFront, 60.07, DistDow, 60.88, DistUp, 3.67
, DistFront, 59.74, DistDow, 60.99, DistUp, 296.02
, DistFront, 59.30, DistDow, 61.33, DistUp, 296.85
, DistFront, 59.74, DistDow, 60.97, DistUp, 3.67
, DistFront, 59.46, DistDow, 61.05, DistUp, 298.54
, DistFront, 59.81, DistDow, 61.04, DistUp, 297.28
, DistFront, 59.71, DistDow, 60.95, DistUp, 3525.99
, DistFront, 48.96, DistDow, 61.46, DistUp, 160.78
, DistFront, 59.69, DistDow, 61.38, DistUp, 3.78
, DistFront, 59.90, DistDow, 61.17, DistUp, 3.67
, DistFront, 59.98, DistDow, 61.26, DistUp, 3536.77
, DistFront, 48.52, DistDow, 60.66, DistUp, 3538.18
, DistFront, 48.06, DistDow, 60.53, DistUp, 3522.62
, DistFront, 48.76, DistDow, 61.21, DistUp, 3517.38
, DistFront, 48.47, DistDow, 60.41, DistUp, 3503.10
, DistFront, 48.32, DistDow, 60.78, DistUp, 155.19
, DistFront, 59.12, DistDow, 60.34, DistUp, 296.45
, DistFrontMean, 59.23, DistDowMean, 60.90, DistUpMean, 295.61
, DistFront, 59.20, DistDow, 60.88, DistUp, 3525.03
, DistFront, 49.32, DistDow, 60.41, DistUp, 157.19
, DistFront, 59.00, DistDow, 60.19, DistUp, 3.78
, DistFront, 58.95, DistDow, 60.14, DistUp, 3529.81
, DistFront, 48.11, DistDow, 60.78, DistUp, 160.39
, DistFront, 58.96, DistDow, 60.19, DistUp, 3.78
, DistFront, 58.88, DistDow, 60.10, DistUp, 296.96
, DistFront, 59.03, DistDow, 60.26, DistUp, 296.99
, DistFront, 59.06, DistDow, 60.31, DistUp, 297.48
, DistFront, 59.06, DistDow, 60.70, DistUp, 294.98
, DistFront, 59.12, DistDow, 60.75, DistUp, 297.06
